	TCGA-E9-A1RD-11A-33R-A156-13	TCGA-BH-A0HK-11A-11R-A090-13	TCGA-BH-A18U-11A-23R-A12C-13	TCGA-BH-A18P-11A-43R-A12C-13	TCGA-BH-A0DV-11A-22R-A12O-13	TCGA-BH-A18L-11A-42R-A12C-13	TCGA-E9-A1N6-11A-32R-A143-13	TCGA-BH-A0BS-11A-11R-A12O-13	TCGA-BH-A18Q-11A-34R-A12C-13	TCGA-E9-A1R7-11A-42R-A14L-13	TCGA-BH-A1FH-11B-42R-A13P-13	TCGA-E2-A1IG-11A-22R-A143-13	TCGA-BH-A18M-11A-33R-A12C-13	TCGA-BH-A0DQ-11A-12R-A090-13	TCGA-A7-A0CE-11A-21R-A090-13	TCGA-BH-A1FJ-11B-42R-A13P-13	TCGA-BH-A0B7-11A-34R-A114-13	TCGA-BH-A0BC-11A-22R-A090-13	TCGA-BH-A0B5-11A-23R-A12O-13	TCGA-BH-A1FM-11B-23R-A13P-13	TCGA-E9-A1NF-11A-73R-A14C-13	TCGA-A7-A0DB-11A-33R-A090-13	TCGA-BH-A0BQ-11A-33R-A114-13	TCGA-BH-A0BJ-11A-23R-A090-13	TCGA-BH-A0BV-11A-31R-A090-13	TCGA-BH-A1FN-11A-34R-A13P-13	TCGA-E2-A15K-11A-13R-A12O-13	TCGA-BH-A0DK-11A-13R-A090-13	TCGA-E2-A1L7-11A-33R-A143-13	TCGA-BH-A18R-11A-42R-A12C-13	TCGA-BH-A0BZ-11A-61R-A12O-13	TCGA-BH-A1FC-11A-32R-A13P-13	TCGA-E2-A158-11A-22R-A12C-13	TCGA-BH-A0H7-11A-13R-A090-13	TCGA-BH-A0DG-11A-43R-A12O-13	TCGA-BH-A1FE-11B-14R-A13P-13	TCGA-E9-A1RH-11A-34R-A168-13	TCGA-BH-A0C3-11A-23R-A12O-13	TCGA-AC-A2FM-11B-32R-A19V-13	TCGA-GI-A2C9-11A-22R-A21U-13	TCGA-BH-A204-11A-53R-A156-13	TCGA-BH-A203-11A-42R-A168-13	TCGA-GI-A2C8-11A-22R-A16E-13	TCGA-BH-A0DP-11A-12R-A090-13	TCGA-BH-A1FB-11A-33R-A13P-13	TCGA-BH-A1EO-11A-31R-A136-13	TCGA-E9-A1RI-11A-41R-A168-13	TCGA-BH-A0DT-11A-12R-A12C-13	TCGA-A7-A13G-11A-51R-A13P-13	TCGA-BH-A209-11A-42R-A156-13	TCGA-BH-A1EV-11A-24R-A136-13	TCGA-E9-A1NA-11A-33R-A143-13	TCGA-A7-A13E-11A-61R-A12O-13	TCGA-E9-A1RC-11A-33R-A156-13	TCGA-A7-A13F-11A-42R-A12O-13	TCGA-BH-A1F2-11A-32R-A13P-13	TCGA-BH-A0C0-11A-21R-A090-13	TCGA-BH-A1F0-11B-23R-A136-13	TCGA-BH-A0BT-11A-21R-A12O-13	TCGA-E9-A1N5-11A-41R-A14C-13	TCGA-E9-A1N4-11A-33R-A14L-13	TCGA-AC-A23H-11A-12R-A156-13	TCGA-BH-A1EU-11A-23R-A136-13	TCGA-BH-A18J-11A-31R-A12C-13	TCGA-BH-A208-11A-51R-A156-13	TCGA-BH-A1F6-11B-94R-A13P-13	TCGA-E2-A1LS-11A-32R-A156-13	TCGA-E9-A1NG-11A-52R-A14L-13	TCGA-BH-A0HA-11A-31R-A12O-13	TCGA-E2-A1BC-11A-32R-A12O-13	TCGA-E2-A1LB-11A-22R-A143-13	TCGA-E2-A153-11A-31R-A12C-13	TCGA-BH-A0E1-11A-13R-A090-13	TCGA-E9-A1RB-11A-33R-A156-13	TCGA-BH-A0B3-11B-21R-A090-13	TCGA-BH-A1EN-11A-23R-A13P-13	TCGA-E2-A1LH-11A-22R-A14C-13	TCGA-BH-A1FR-11B-42R-A13P-13	TCGA-BH-A0DD-11A-23R-A12O-13	TCGA-BH-A1F8-11B-21R-A13P-13	TCGA-BH-A0BW-11A-12R-A114-13	TCGA-A7-A0DC-11A-41R-A090-13	TCGA-BH-A1EW-11B-33R-A136-13	TCGA-BH-A18N-11A-43R-A12C-13	TCGA-BH-A0AY-11A-23R-A090-13	TCGA-E9-A1RF-11A-32R-A156-13	TCGA-BH-A18K-11A-13R-A12C-13	TCGA-BH-A1FU-11A-23R-A14C-13	TCGA-BH-A1FG-11B-12R-A13P-13	TCGA-BH-A0AU-11A-11R-A12O-13	TCGA-BH-A0DO-11A-22R-A12C-13	TCGA-BH-A0AZ-11A-22R-A12O-13	TCGA-BH-A1ET-11B-23R-A136-13	TCGA-E9-A1ND-11A-43R-A143-13	TCGA-AC-A2FB-11A-13R-A17A-13	TCGA-BH-A0DZ-11A-22R-A090-13	TCGA-BH-A0DL-11A-13R-A114-13	TCGA-E9-A1N9-11A-71R-A14C-13	TCGA-E2-A15M-11A-22R-A12C-13	TCGA-E2-A15I-11A-32R-A136-13	TCGA-BH-A18S-11A-43R-A12C-13	TCGA-A7-A0D9-11A-53R-A090-13	TCGA-BH-A0H5-11A-62R-A114-13
hsa-miR-4786-3p	NA	NA	NA	0.496811	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.267167	NA	0.25417	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.472148	NA	NA	NA	0.100551	0.553037	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.597857	NA	0.309905	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-4787-5p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-4787-3p	NA	NA	NA	NA	NA	0.36482	0.094975	0.694542	1.035602	0.25322	NA	0.708366	NA	NA	NA	0.638404	NA	NA	NA	NA	0.717481	1.074678	NA	NA	NA	0.734306	0.70602	NA	0.722026	NA	NA	NA	0.381244	NA	NA	NA	NA	0.385534	3.370824	0.157031	0.444872	0.466836	0.801501	0.378003	0.50834	0.632262	NA	NA	NA	0.31875	0.497435	NA	NA	0.173559	NA	NA	NA	0.494122	NA	NA	0.135266	0.706028	0.287625	1.138418	0.343781	NA	0.198174	NA	0.22897	0.472148	1.521482	NA	NA	0.301652	0.553037	0.703592	NA	1.065574	1.110886	NA	0.444101	NA	0.292113	NA	NA	0.357542	0.693406	1.292808	0.873633	1.195714	NA	0.619809	NA	0.394919	0.10117	NA	0.247054	NA	0.252043	NA	0.472607	0.50889	0.282412
hsa-miR-4788	NA	NA	1.373366	NA	NA	0.36482	0.284926	0.347271	0.2589	NA	2.105028	NA	1.558902	NA	NA	0.638404	NA	NA	NA	0.798548	0.478321	NA	NA	NA	0.465242	NA	0.70602	NA	0.361013	NA	0.790772	1.047699	0.762488	0.345893	0.541832	0.586902	2.806287	0.385534	0.421353	1.884374	0.222436	0.466836	NA	NA	NA	1.264525	0.302131	NA	0.946694	0.425	1.243588	0.393896	0.624999	0.173559	0.459206	NA	0.369268	0.247061	0.87944	NA	0.270533	0.882535	1.150498	NA	0.085945	NA	0.792695	0.753373	NA	0.472148	0.760741	NA	NA	NA	0.553037	0.703592	0.429007	2.131148	0.555443	NA	0.888202	0.65362	NA	NA	NA	NA	NA	NA	1.164844	NA	NA	0.309905	NA	0.39492	1.416381	NA	0.988215	0.531795	NA	1.408902	2.363035	NA	NA
hsa-miR-4789-5p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-4789-3p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.541832	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.25417	NA	NA	NA	NA	NA	NA	NA	NA	0.173559	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.085945	NA	NA	NA	0.22897	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.178771	NA	NA	NA	NA	0.462149	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-4790-5p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.293147	NA	0.405799	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.292113	NA	NA	NA	NA	NA	NA	NA	NA	0.61981	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-4790-3p	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.25322	NA	NA	NA	0.355217	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.541832	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.135266	NA	NA	NA	NA	NA	NA	NA	0.22897	NA	NA	NA	NA	NA	0.553037	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.309905	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-4791	NA	0.480411	NA	NA	NA	NA	0.284925	NA	NA	0.25322	NA	NA	NA	NA	NA	NA	0.78066	0.600021	0.337046	NA	0.23916	0.537339	NA	0.863992	0.465242	NA	NA	NA	NA	0.559674	NA	0.349233	NA	NA	NA	0.293451	NA	NA	NA	0.157031	NA	NA	NA	NA	0.25417	0.632262	NA	NA	NA	NA	0.746153	0.787792	NA	0.347119	NA	NA	1.107804	NA	NA	1.096704	0.270532	0.176507	0.287625	NA	0.515672	NA	NA	0.188343	0.22897	NA	NA	0.429038	NA	0.201101	NA	NA	NA	NA	NA	NA	NA	NA	0.292113	0.351587	0.431388	0.178771	NA	NA	NA	0.597857	0.462149	0.309905	0.430227	0.19746	0.20234	NA	NA	NA	0.504086	NA	NA	NA	NA
hsa-miR-4793-5p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-4793-3p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.361013	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.624999	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-4794	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.526257	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-4795-5p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.282412
hsa-miR-4795-3p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.541832	NA	NA	NA	NA	NA	NA	NA	NA	0.378003	0.50834	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.135266	NA	NA	NA	0.17189	NA	0.594521	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.582422	NA	0.462149	NA	NA	NA	0.20234	NA	NA	NA	NA	NA	0.472607	NA	NA
hsa-miR-4796-5p	NA	NA	0.686683	NA	1.399009	NA	0.18995	NA	0.2589	NA	NA	NA	NA	NA	NA	NA	0.78066	NA	NA	NA	NA	NA	NA	NA	0.930484	NA	NA	NA	0.361013	NA	0.790773	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.248718	NA	NA	NA	NA	NA	NA	NA	NA	0.548352	NA	0.176507	NA	NA	0.085945	NA	0.198174	NA	NA	NA	NA	0.429038	0.307216	0.301652	NA	NA	NA	NA	NA	NA	NA	0.65362	NA	NA	0.431388	NA	NA	NA	NA	NA	0.462149	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.472607	NA	0.847236
hsa-miR-4796-3p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.10625	NA	NA	NA	0.173559	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-4797-5p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-4797-3p	NA	NA	NA	NA	NA	NA	0.379901	0.347271	NA	0.50644	NA	NA	NA	NA	NA	NA	NA	NA	0.337046	NA	0.47832	0.537339	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.31181	0.771068	NA	NA	NA	NA	0.534334	NA	NA	NA	NA	NA	NA	0.10625	0.746153	NA	NA	0.347118	0.459206	0.3958	NA	NA	0.293147	1.096704	0.405799	NA	NA	NA	0.34378	NA	1.189042	0.188343	0.22897	NA	NA	NA	0.307216	1.005507	NA	NA	0.429007	NA	NA	NA	0.444101	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.59238	0.91053	0.395909	NA	NA	0.252043	0.352226	NA	0.50889	0.282412
hsa-miR-4798-5p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-4798-3p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-4799-5p	NA	0.480411	NA	NA	NA	NA	NA	NA	NA	0.25322	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.188343	NA	0.472148	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.291211	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-4799-3p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.188343	0.22897	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-4800-5p	NA	NA	NA	NA	NA	0.36482	NA	NA	NA	NA	NA	1.062549	NA	NA	NA	NA	NA	NA	0.337046	NA	0.23916	NA	NA	NA	0.465242	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.293451	NA	NA	NA	0.157031	0.222436	NA	NA	NA	0.25417	NA	NA	NA	NA	0.31875	NA	NA	NA	NA	NA	NA	NA	0.247061	NA	NA	0.135266	NA	NA	NA	0.17189	0.553767	NA	NA	NA	1.416444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.65362	NA	NA	NA	NA	NA	0.323202	NA	NA	NA	0.309905	NA	NA	0.30351	NA	0.247054	NA	NA	NA	NA	NA	NA
hsa-miR-4800-3p	0.344699	NA	NA	NA	NA	0.36482	0.094975	NA	NA	NA	NA	0.354183	NA	NA	NA	NA	0.39033	NA	NA	NA	0.478321	0.537339	NA	0.431996	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.421353	0.314062	NA	0.466836	NA	NA	0.50834	NA	NA	NA	NA	0.6375	NA	NA	0.312499	NA	NA	NA	NA	NA	NA	NA	0.135266	0.176507	NA	NA	0.17189	NA	NA	NA	NA	0.472148	NA	NA	NA	NA	NA	NA	NA	NA	0.555443	NA	NA	NA	0.584227	NA	0.431388	0.178771	NA	NA	NA	NA	NA	0.309905	NA	0.39492	NA	NA	0.247054	NA	NA	0.704452	NA	NA	NA
hsa-miR-4802-5p	NA	NA	NA	NA	NA	0.36482	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.361013	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.395909	NA	0.531795	NA	NA	NA	1.01778	0.282412
hsa-miR-4802-3p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.355217	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.31181	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.548352	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-4803	NA	NA	NA	0.496811	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.31875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.188343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-4804-5p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-4804-3p	NA	NA	NA	0.496811	NA	0.72964	NA	0.347271	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.674092	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.466836	NA	NA	NA	0.316131	NA	NA	NA	0.31875	NA	NA	NA	NA	0.459206	NA	NA	NA	NA	NA	NA	0.176507	NA	NA	NA	NA	NA	NA	0.22897	NA	NA	NA	NA	0.100551	NA	NA	0.429007	NA	NA	0.675578	0.444101	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.247054	NA	0.252043	NA	NA	NA	NA
hsa-miR-4520-2-3p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.085945	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.10117	NA	NA	NA	0.252043	NA	NA	NA	NA
hsa-miR-5047	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.138418	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-642a-3p	NA	0.480411	0.686683	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.256209	NA	NA	NA	0.337046	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.395386	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.473347	NA	NA	NA	NA	0.173559	NA	0.3958	0.738536	NA	NA	NA	NA	NA	NA	NA	0.085945	NA	0.198174	NA	NA	0.472148	NA	NA	NA	0.100551	NA	0.703592	NA	NA	0.555443	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.10117	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-550a-3-5p	NA	0.480411	NA	0.496811	0.699505	0.72964	0.18995	NA	0.2589	1.266099	1.578771	0.354183	1.247121	NA	0.512418	NA	0.39033	NA	NA	0.798548	0.717481	2.686693	NA	NA	0.930484	0.734306	0.70602	NA	1.083039	NA	1.976931	NA	0.381244	1.037679	2.167329	NA	0.623619	1.542135	1.685412	1.256249	0.667308	0.466836	0.801501	0.756005	0.76251	0.948393	2.719179	0.62061	0.473347	0.74375	0.746153	NA	4.062492	2.256271	0.459206	NA	NA	0.247061	0.293147	1.645056	1.217397	1.412056	0.575249	NA	0.34378	0.553767	0.198174	1.13006	0.22897	1.416444	0.760741	NA	0.307216	8.245154	1.106074	NA	0.858014	NA	1.666328	0.675578	NA	0.65362	0.292113	NA	0.431388	1.430165	0.693406	NA	0.873633	2.989285	0.462149	0.929714	NA	0.19746	0.50585	0.395909	0.494108	0.531795	0.75613	1.761128	NA	3.56223	NA
