	TCGA-E9-A1RD-11A-33R-A156-13	TCGA-BH-A0HK-11A-11R-A090-13	TCGA-BH-A18U-11A-23R-A12C-13	TCGA-BH-A18P-11A-43R-A12C-13	TCGA-BH-A0DV-11A-22R-A12O-13	TCGA-BH-A18L-11A-42R-A12C-13	TCGA-E9-A1N6-11A-32R-A143-13	TCGA-BH-A0BS-11A-11R-A12O-13	TCGA-BH-A18Q-11A-34R-A12C-13	TCGA-E9-A1R7-11A-42R-A14L-13	TCGA-BH-A1FH-11B-42R-A13P-13	TCGA-E2-A1IG-11A-22R-A143-13	TCGA-BH-A18M-11A-33R-A12C-13	TCGA-BH-A0DQ-11A-12R-A090-13	TCGA-A7-A0CE-11A-21R-A090-13	TCGA-BH-A1FJ-11B-42R-A13P-13	TCGA-BH-A0B7-11A-34R-A114-13	TCGA-BH-A0BC-11A-22R-A090-13	TCGA-BH-A0B5-11A-23R-A12O-13	TCGA-BH-A1FM-11B-23R-A13P-13	TCGA-E9-A1NF-11A-73R-A14C-13	TCGA-A7-A0DB-11A-33R-A090-13	TCGA-BH-A0BQ-11A-33R-A114-13	TCGA-BH-A0BJ-11A-23R-A090-13	TCGA-BH-A0BV-11A-31R-A090-13	TCGA-BH-A1FN-11A-34R-A13P-13	TCGA-E2-A15K-11A-13R-A12O-13	TCGA-BH-A0DK-11A-13R-A090-13	TCGA-E2-A1L7-11A-33R-A143-13	TCGA-BH-A18R-11A-42R-A12C-13	TCGA-BH-A0BZ-11A-61R-A12O-13	TCGA-BH-A1FC-11A-32R-A13P-13	TCGA-E2-A158-11A-22R-A12C-13	TCGA-BH-A0H7-11A-13R-A090-13	TCGA-BH-A0DG-11A-43R-A12O-13	TCGA-BH-A1FE-11B-14R-A13P-13	TCGA-E9-A1RH-11A-34R-A168-13	TCGA-BH-A0C3-11A-23R-A12O-13	TCGA-AC-A2FM-11B-32R-A19V-13	TCGA-GI-A2C9-11A-22R-A21U-13	TCGA-BH-A204-11A-53R-A156-13	TCGA-BH-A203-11A-42R-A168-13	TCGA-GI-A2C8-11A-22R-A16E-13	TCGA-BH-A0DP-11A-12R-A090-13	TCGA-BH-A1FB-11A-33R-A13P-13	TCGA-BH-A1EO-11A-31R-A136-13	TCGA-E9-A1RI-11A-41R-A168-13	TCGA-BH-A0DT-11A-12R-A12C-13	TCGA-A7-A13G-11A-51R-A13P-13	TCGA-BH-A209-11A-42R-A156-13	TCGA-BH-A1EV-11A-24R-A136-13	TCGA-E9-A1NA-11A-33R-A143-13	TCGA-A7-A13E-11A-61R-A12O-13	TCGA-E9-A1RC-11A-33R-A156-13	TCGA-A7-A13F-11A-42R-A12O-13	TCGA-BH-A1F2-11A-32R-A13P-13	TCGA-BH-A0C0-11A-21R-A090-13	TCGA-BH-A1F0-11B-23R-A136-13	TCGA-BH-A0BT-11A-21R-A12O-13	TCGA-E9-A1N5-11A-41R-A14C-13	TCGA-E9-A1N4-11A-33R-A14L-13	TCGA-AC-A23H-11A-12R-A156-13	TCGA-BH-A1EU-11A-23R-A136-13	TCGA-BH-A18J-11A-31R-A12C-13	TCGA-BH-A208-11A-51R-A156-13	TCGA-BH-A1F6-11B-94R-A13P-13	TCGA-E2-A1LS-11A-32R-A156-13	TCGA-E9-A1NG-11A-52R-A14L-13	TCGA-BH-A0HA-11A-31R-A12O-13	TCGA-E2-A1BC-11A-32R-A12O-13	TCGA-E2-A1LB-11A-22R-A143-13	TCGA-E2-A153-11A-31R-A12C-13	TCGA-BH-A0E1-11A-13R-A090-13	TCGA-E9-A1RB-11A-33R-A156-13	TCGA-BH-A0B3-11B-21R-A090-13	TCGA-BH-A1EN-11A-23R-A13P-13	TCGA-E2-A1LH-11A-22R-A14C-13	TCGA-BH-A1FR-11B-42R-A13P-13	TCGA-BH-A0DD-11A-23R-A12O-13	TCGA-BH-A1F8-11B-21R-A13P-13	TCGA-BH-A0BW-11A-12R-A114-13	TCGA-A7-A0DC-11A-41R-A090-13	TCGA-BH-A1EW-11B-33R-A136-13	TCGA-BH-A18N-11A-43R-A12C-13	TCGA-BH-A0AY-11A-23R-A090-13	TCGA-E9-A1RF-11A-32R-A156-13	TCGA-BH-A18K-11A-13R-A12C-13	TCGA-BH-A1FU-11A-23R-A14C-13	TCGA-BH-A1FG-11B-12R-A13P-13	TCGA-BH-A0AU-11A-11R-A12O-13	TCGA-BH-A0DO-11A-22R-A12C-13	TCGA-BH-A0AZ-11A-22R-A12O-13	TCGA-BH-A1ET-11B-23R-A136-13	TCGA-E9-A1ND-11A-43R-A143-13	TCGA-AC-A2FB-11A-13R-A17A-13	TCGA-BH-A0DZ-11A-22R-A090-13	TCGA-BH-A0DL-11A-13R-A114-13	TCGA-E9-A1N9-11A-71R-A14C-13	TCGA-E2-A15M-11A-22R-A12C-13	TCGA-E2-A15I-11A-32R-A136-13	TCGA-BH-A18S-11A-43R-A12C-13	TCGA-A7-A0D9-11A-53R-A090-13	TCGA-BH-A0H5-11A-62R-A114-13
hsa-miR-4769-3p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.421353	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-4770	NA	NA	NA	NA	NA	NA	NA	0.694542	0.2589	NA	NA	NA	NA	NA	NA	0.638404	0.39033	NA	0.337046	NA	0.23916	NA	NA	0.431996	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.345893	NA	NA	0.31181	NA	NA	NA	NA	0.466836	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.393896	NA	NA	0.459206	0.3958	0.369268	0.247061	NA	NA	NA	NA	NA	NA	NA	0.553767	NA	0.188343	NA	NA	NA	0.429038	0.307216	NA	0.553037	NA	NA	NA	NA	NA	NA	NA	0.584227	0.351587	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.395909	0.247054	NA	0.504087	NA	NA	NA	NA
hsa-miR-4771	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-4772-5p	0.344699	0.480411	NA	NA	NA	0.36482	0.664828	0.694542	NA	0.506439	1.578771	NA	0.31178	NA	0.512418	NA	0.39033	NA	1.348183	NA	0.956641	1.074677	NA	NA	NA	NA	0.70602	0.544137	0.361013	0.559674	0.790773	NA	NA	0.345893	0.541832	2.054159	NA	NA	0.421353	NA	0.222436	NA	0.267167	0.756005	1.01668	0.948394	NA	NA	0.473347	NA	0.248718	0.393896	0.624998	0.347118	0.459206	NA	0.369268	0.247061	0.293147	1.096704	1.217397	NA	NA	1.138418	NA	NA	0.990868	0.376686	0.45794	NA	NA	0.429038	0.307216	0.502753	NA	1.407184	NA	NA	0.555443	NA	0.888202	NA	NA	NA	NA	0.357541	NA	0.323202	0.291211	1.195714	0.462149	0.929715	NA	0.592379	1.011701	0.395909	0.494108	NA	0.252043	0.352226	1.417821	2.54445	NA
hsa-miR-4772-3p	2.068194	2.882464	7.553513	2.980864	3.497523	0.72964	6.743253	5.209064	5.695806	2.785415	7.367599	3.54183	4.364925	3.196953	4.611762	3.830422	1.95165	1.200042	1.011138	4.791288	1.434962	3.761371	9.359687	2.159982	0.930484	6.608754	2.118059	2.720685	7.942284	2.798369	NA	1.746164	1.143731	1.383571	4.334659	2.934514	2.182668	6.16854	2.949471	2.198435	0.667308	4.668363	1.068668	2.268015	5.083402	4.741969	4.229834	NA	1.893388	4.781252	1.243589	5.514543	3.437493	2.60339	4.132857	0.7916	3.692677	1.976485	4.104054	1.096704	2.028995	3.000619	3.163871	1.138418	1.718905	1.661301	11.692251	3.013492	5.49528	8.026519	6.085932	3.432301	2.15051	5.329185	6.083404	4.925144	3.432059	3.729509	4.998984	3.377889	17.319932	1.960859	2.336908	1.054761	2.156942	1.787707	2.773623	3.232022	2.620899	2.391428	10.629429	3.099047	1.290682	3.949194	3.642123	1.583638	7.164556	2.12718	3.78065	2.465579	2.363035	12.722251	2.259296
hsa-miR-4773	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.316131	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.472148	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-4774-5p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.310305	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.100551	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-4774-3p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-4775	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.537339	NA	NA	NA	NA	0.70602	NA	NA	NA	0.395386	NA	NA	NA	NA	NA	NA	NA	NA	0.471093	NA	NA	NA	NA	NA	0.632263	NA	NA	NA	0.10625	NA	NA	NA	0.173559	NA	NA	NA	NA	NA	NA	0.135266	NA	NA	NA	NA	NA	NA	0.188343	NA	0.472148	NA	0.429038	NA	0.100551	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.30351	NA	NA	NA	0.252043	NA	NA	NA	NA
hsa-miR-4776-5p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.256209	NA	NA	NA	NA	NA	0.23916	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.421353	NA	NA	NA	NA	0.378003	NA	NA	NA	NA	NA	0.10625	NA	NA	0.312499	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.22897	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-4776-3p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.555443	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.352226	NA	NA	NA
hsa-miR-4777-5p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-4777-3p	NA	0.480411	NA	NA	NA	0.72964	0.094975	0.347271	NA	NA	NA	NA	NA	NA	0.256209	NA	NA	0.600021	0.674091	NA	0.47832	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.349233	NA	NA	NA	NA	NA	NA	NA	0.314062	0.222436	NA	NA	NA	0.25417	NA	NA	NA	0.473347	0.2125	NA	NA	NA	NA	NA	NA	NA	NA	0.293147	NA	NA	NA	NA	NA	NA	NA	0.198174	0.188343	NA	NA	NA	0.429038	NA	NA	NA	0.703592	NA	1.065574	NA	NA	0.888202	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.309905	NA	NA	0.10117	NA	NA	NA	0.252043	NA	0.472607	NA	NA
hsa-miR-4778-5p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.429007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-4778-3p	NA	NA	NA	NA	NA	NA	0.094975	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.369268	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.22897	NA	NA	NA	0.307216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-4779	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.429007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-4780	NA	NA	NA	NA	0.699505	0.36482	0.759802	0.347271	0.5178	NA	NA	0.354183	NA	NA	NA	NA	2.34198	NA	NA	NA	NA	NA	2.552642	0.863992	0.930484	NA	0.70602	1.088274	NA	NA	NA	NA	NA	NA	1.083664	1.173804	NA	NA	2.528118	0.471093	0.222436	0.466836	NA	0.378003	1.52502	NA	NA	NA	NA	0.53125	NA	NA	NA	NA	NA	NA	0.738536	0.247061	0.586294	1.096704	0.541064	0.706028	NA	1.138418	0.515671	NA	NA	NA	0.22897	NA	NA	NA	0.307216	0.100551	NA	NA	0.429007	NA	NA	0.675578	0.444101	0.65362	NA	NA	0.431388	NA	NA	NA	NA	1.195714	1.386447	1.23962	0.430227	0.39492	0.40468	0.395909	NA	0.531795	NA	0.352226	0.945214	NA	0.282412
hsa-miR-4436b-5p	NA	NA	NA	NA	NA	NA	NA	0.347271	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-4436b-3p	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.25322	NA	0.354183	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.369268	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.307216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.352226	NA	NA	NA
hsa-miR-4781-5p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.31178	NA	NA	NA	NA	NA	NA	NA	NA	0.537339	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.173559	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-4781-3p	NA	0.480411	NA	NA	NA	0.72964	0.189951	0.347271	0.517801	0.50644	0.526257	NA	NA	NA	0.256209	NA	0.39033	NA	0.674092	0.798548	0.23916	0.537339	0.850881	NA	0.465242	0.734306	NA	NA	0.361013	0.559674	NA	0.349233	0.381244	0.345893	0.541832	0.880353	0.31181	NA	0.842706	0.314062	NA	0.466836	NA	0.378003	0.50834	NA	0.302131	0.310305	0.473347	0.53125	0.746153	0.787792	NA	NA	NA	NA	0.369268	0.988243	NA	1.096704	NA	0.176507	NA	NA	0.257836	1.107534	NA	NA	0.45794	0.472148	NA	NA	NA	0.301652	0.553037	NA	NA	0.532787	NA	NA	0.444101	0.65362	1.75268	NA	NA	NA	NA	0.323202	NA	0.597857	NA	NA	0.430227	1.184758	0.20234	0.791818	NA	NA	NA	0.352226	NA	0.50889	NA
hsa-miR-4782-5p	NA	NA	NA	NA	NA	NA	0.379902	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.314062	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.248718	NA	NA	0.173559	NA	NA	NA	NA	NA	0.548352	0.270532	NA	0.287625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.100551	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.178771	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-4782-3p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-4783-5p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-4783-3p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-4784	NA	NA	NA	NA	NA	0.36482	NA	NA	0.2589	NA	NA	NA	0.31178	NA	0.256209	NA	NA	0.600021	NA	NA	NA	NA	NA	1.727986	0.465242	1.468612	NA	0.544137	NA	NA	NA	1.047699	NA	NA	NA	NA	NA	NA	0.842706	0.157031	NA	NA	NA	0.378003	NA	NA	NA	0.310305	NA	0.2125	NA	0.787792	NA	NA	NA	NA	NA	0.247061	NA	1.096704	NA	NA	NA	NA	NA	NA	0.396348	NA	NA	NA	NA	NA	0.307216	0.703855	NA	NA	NA	NA	NA	NA	NA	1.30724	NA	NA	NA	NA	NA	0.323202	NA	NA	NA	NA	NA	0.19746	0.10117	NA	NA	1.06359	NA	NA	0.472607	NA	NA
hsa-miR-4785	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.638404	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.25417	NA	NA	NA	NA	0.10625	NA	0.393896	NA	0.173559	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.553767	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.431388	0.536312	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.395909	NA	NA	NA	NA	NA	NA	0.282412
hsa-miR-1245b-5p	NA	NA	NA	NA	NA	NA	0.189951	0.347271	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.10625	NA	NA	NA	NA	NA	0.3958	NA	NA	NA	0.548352	0.270532	0.176507	NA	NA	NA	NA	0.198174	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.10117	0.395909	NA	NA	NA	NA	NA	NA	NA
hsa-miR-1245b-3p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.526257	NA	NA	NA	NA	NA	NA	NA	NA	0.798548	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.157031	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.746154	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.287625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.291211	NA	NA	NA	NA	0.19746	NA	NA	0.247054	NA	NA	NA	NA	NA	NA
hsa-miR-2467-5p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-2467-3p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-4786-5p	NA	0.960822	0.686683	NA	NA	0.36482	0.18995	NA	0.5178	NA	NA	0.708366	NA	NA	NA	0.638404	NA	NA	0.674092	NA	0.71748	1.074678	NA	0.431996	NA	1.468612	NA	NA	0.361013	NA	0.395386	0.698466	0.762488	1.38357	NA	0.880354	0.31181	NA	NA	0.471093	NA	0.933672	3.740336	NA	0.76251	NA	NA	0.310305	NA	0.53125	0.497436	0.393896	0.624999	0.520677	NA	0.7916	0.738536	0.247061	0.293147	0.548352	0.541065	0.353014	0.862874	NA	0.17189	NA	0.594522	1.130059	0.22897	0.472148	NA	NA	0.921647	0.301653	2.212148	0.703592	NA	0.532787	NA	NA	0.444101	NA	NA	0.351587	0.431388	0.357542	0.693406	0.323202	0.291211	NA	0.924298	NA	NA	0.789839	0.10117	0.395909	NA	NA	NA	0.352226	NA	0.50889	0.847236
